seed,family,teacher,clone,agree
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,auction,auction_bid(+$100),auction_bid(+$100),True
900000,auction,auction_pass,auction_pass,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,auction,auction_bid(+$100),auction_bid(+$100),True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=0, offer=6, req=35)","exch_trade(player=1, offer=18, req=8)",False
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=0, offer=6, req=35)","exch_trade(player=1, offer=18, req=8)",False
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,BUY_PROPERTY,BUY_PROPERTY,BUY_PROPERTY,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=0, offer=6, req=35)",END_TURN,False
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,auction,auction_bid(+$100),auction_bid(+$100),True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=0, offer=6, req=35)","exch_trade(player=1, offer=14, req=8)",False
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=0, offer=6, req=35)","exch_trade(player=1, offer=14, req=8)",False
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=0, offer=6, req=35)","exch_trade(player=1, offer=14, req=8)",False
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=0, offer=6, req=35)","exch_trade(player=1, offer=14, req=8)",False
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=0, offer=6, req=35)","exch_trade(player=1, offer=14, req=8)",False
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,END_TURN,END_TURN,"exch_trade(player=1, offer=14, req=16)",False
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,END_TURN,END_TURN,"exch_trade(player=1, offer=14, req=16)",False
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=1, offer=14, req=16)","exch_trade(player=1, offer=14, req=16)",True
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=1, offer=14, req=16)","exch_trade(player=1, offer=14, req=16)",True
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=1, offer=5, req=16)","exch_trade(player=1, offer=14, req=16)",False
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=1, offer=14, req=16)","exch_trade(player=1, offer=14, req=16)",True
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=1, offer=5, req=16)","exch_trade(player=1, offer=14, req=16)",False
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=1, offer=5, req=16)","exch_trade(player=1, offer=14, req=16)",False
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=1, offer=5, req=16)","exch_trade(player=1, offer=14, req=16)",False
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=1, offer=5, req=16)","exch_trade(player=1, offer=14, req=16)",False
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=1, offer=5, req=16)","exch_trade(player=1, offer=14, req=16)",False
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=1, offer=5, req=16)","exch_trade(player=1, offer=14, req=16)",False
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=1, offer=14, req=16)","exch_trade(player=1, offer=14, req=16)",True
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=1, offer=14, req=16)","exch_trade(player=1, offer=14, req=16)",True
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=1, offer=14, req=16)","exch_trade(player=1, offer=14, req=16)",True
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900000,END_TURN,END_TURN,END_TURN,True
900000,exch_trade,"exch_trade(player=1, offer=14, req=16)","exch_trade(player=1, offer=14, req=16)",True
900000,END_TURN,END_TURN,END_TURN,True
900000,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900001,END_TURN,END_TURN,END_TURN,True
900001,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900001,END_TURN,END_TURN,END_TURN,True
900001,auction,auction_bid(+$100),auction_bid(+$100),True
900001,END_TURN,END_TURN,END_TURN,True
900001,END_TURN,END_TURN,END_TURN,True
900001,END_TURN,END_TURN,END_TURN,True
900001,END_TURN,END_TURN,END_TURN,True
900001,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900001,BUY_PROPERTY,BUY_PROPERTY,BUY_PROPERTY,True
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=2, offer=13, req=9)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,END_TURN,END_TURN,END_TURN,True
900001,END_TURN,END_TURN,END_TURN,True
900001,END_TURN,END_TURN,END_TURN,True
900001,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900001,BUY_PROPERTY,BUY_PROPERTY,BUY_PROPERTY,True
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=1, offer=18, req=15)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=0, offer=18, req=25)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=0, offer=18, req=25)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=0, offer=18, req=25)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900001,END_TURN,END_TURN,END_TURN,True
900001,auction,auction_bid(+$100),auction_bid(+$100),True
900001,auction,auction_bid(+$100),auction_bid(+$100),True
900001,exch_trade,"exch_trade(player=2, offer=18, req=28)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=0, offer=6, req=25)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=0, offer=6, req=25)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=0, offer=6, req=25)",END_TURN,False
900001,mortgage,mortgage(sq=9),END_TURN,False
900001,END_TURN,END_TURN,unmortgage(sq=9),False
900001,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900001,BUY_PROPERTY,BUY_PROPERTY,BUY_PROPERTY,True
900001,END_TURN,END_TURN,unmortgage(sq=9),False
900001,auction,auction_pass,auction_pass,True
900001,exch_trade,"exch_trade(player=1, offer=24, req=12)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=1, offer=24, req=12)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=0, offer=9, req=25)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=1, offer=24, req=12)",unmortgage(sq=9),False
900001,END_TURN,END_TURN,unmortgage(sq=9),False
900001,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900001,END_TURN,END_TURN,unmortgage(sq=9),False
900001,auction,auction_bid(+$100),auction_bid(+$100),True
900001,auction,auction_pass,auction_pass,True
900001,exch_trade,"exch_trade(player=1, offer=24, req=12)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=1, offer=24, req=12)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=0, offer=9, req=25)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
